,prod1,prod2,prod3,prod4,prod5,prod6,prod7,prod8,prod9,prod10,prod11,prod12,prod13,prod14,prod15,prod16,prod17,prod18,prod19
954,MTA-0066019,MTA-0116012,MTA-0179717,MTA-0407203,MTA-0507814,MTA-0883838,MTA-1101239,MTA-1666072,MTA-2115101,MTA-2115134,,,,,,,,,
955,MTA-0066019,MTA-0116012,MTA-0407201,MTA-0507814,MTA-0592994,MTA-0894200,MTA-1936595,MTA-1937586,MTA-2078644,MTA-2078648,MTA-2092239,MTA-2242934,MTA-2489954,MTA-2496711,,,,,
956,MTA-0066019,MTA-0116012,,,,,,,,,,,,,,,,,
957,MTA-0066019,MTA-0116012,MTA-0592994,MTA-0648496,,,,,,,,,,,,,,,
958,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0255002,MTA-0430629,MTA-0894200,MTA-1362587,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,
959,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0255000,MTA-0507814,MTA-0592994,MTA-0648496,MTA-1943785,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2275456,,,,,,
960,MTA-0066019,MTA-0116012,MTA-0507814,MTA-1101239,MTA-1666072,MTA-1666133,MTA-1937586,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2432033,,,,,,,
961,MTA-0066019,MTA-0116012,MTA-1968715,,,,,,,,,,,,,,,,
962,MTA-0066019,MTA-0116012,MTA-0430629,MTA-0507814,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,
963,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0430629,MTA-0612626,MTA-1362587,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
964,MTA-0066019,MTA-0116012,MTA-0883838,MTA-1362587,MTA-1666072,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,,,
965,MTA-0066019,MTA-0116012,MTA-0648496,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
966,MTA-0066019,MTA-0116012,MTA-0255000,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
967,MTA-0066019,MTA-0116012,MTA-0255002,MTA-2115101,MTA-2115134,MTA-2270991,,,,,,,,,,,,,
968,MTA-0066019,MTA-0116012,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,,,
969,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0255002,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
970,MTA-0066019,MTA-0116012,MTA-0179717,MTA-0407203,MTA-0507814,MTA-1362587,MTA-1463371,MTA-1937586,,,,,,,,,,,
971,MTA-0066019,MTA-0116012,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,,
972,MTA-0066019,MTA-0116012,MTA-0179717,MTA-0255002,MTA-0883838,MTA-1101239,MTA-1362587,MTA-1666072,MTA-1666133,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,
973,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0430629,MTA-1381597,MTA-2007323,MTA-2048934,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,
974,MTA-0066019,MTA-0116012,MTA-0648496,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
975,MTA-0066019,MTA-0116012,MTA-0179717,MTA-0257081,MTA-0507814,MTA-1936595,MTA-2075740,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
976,MTA-0066019,MTA-0116012,MTA-0257081,MTA-0507814,UK-0050677,,,,,,,,,,,,,,
977,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0430629,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
978,MTA-0066019,MTA-0116012,MTA-0648496,MTA-1362587,MTA-2115101,MTA-2115134,UK-0031079,,,,,,,,,,,,
979,MTA-0066019,MTA-0116012,,,,,,,,,,,,,,,,,
980,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0648496,MTA-2115101,MTA-2115134,,,,,,,,,,,,,
981,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0894200,MTA-1362587,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,,
982,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0592994,MTA-1381597,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
983,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0430629,MTA-0612626,MTA-0648496,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
984,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0407203,MTA-0507814,MTA-0894200,MTA-1101239,MTA-1101249,MTA-1362587,MTA-1666072,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0031079,,,,
985,MTA-0066019,MTA-0116012,MTA-0257081,MTA-0612626,MTA-0883838,MTA-1666072,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,
986,MTA-0066019,MTA-0116012,MTA-0430629,MTA-0894200,MTA-1362587,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0031079,,,,,,,,,
987,MTA-0066019,MTA-0116012,MTA-0257081,MTA-1666072,MTA-2270988,,,,,,,,,,,,,,
988,MTA-0066019,MTA-0116012,MTA-0179717,MTA-0255002,MTA-1310178,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
989,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0648496,MTA-1310178,UK-0031079,,,,,,,,,,,,,
990,MTA-0066019,MTA-0116012,MTA-0883838,UK-0050677,,,,,,,,,,,,,,,
991,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0507814,MTA-0883838,MTA-0894200,MTA-1362587,MTA-2115134,UK-0031079,,,,,,,,,,
992,MTA-0066019,MTA-0116012,MTA-0883838,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
993,MTA-0066019,MTA-0116012,MTA-0883838,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
994,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0430629,MTA-0507814,MTA-0883838,MTA-1362587,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0031079,,,,,,
995,MTA-0066019,MTA-0116012,MTA-0255002,MTA-1362587,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,,,
996,MTA-0066019,MTA-0116012,MTA-0255000,MTA-0648496,MTA-0883838,MTA-1310178,MTA-1362587,,,,,,,,,,,,
997,MTA-0066019,MTA-0116012,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
998,MTA-0066019,MTA-0116012,MTA-1666072,MTA-2048934,MTA-2048936,MTA-2270988,MTA-2270991,MTA-2271001,UK-0050593,,,,,,,,,,
999,MTA-0066019,MTA-0116012,MTA-0156771,MTA-0255002,MTA-0430629,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,
1000,MTA-0066019,MTA-0116012,MTA-0430629,MTA-0507814,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,
1001,MTA-0066019,MTA-0116012,MTA-0179717,MTA-0507814,MTA-0592994,MTA-1666072,MTA-1943785,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,
1002,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0179717,MTA-0407203,MTA-0430629,MTA-0507814,MTA-1666072,MTA-2115134,MTA-2270988,,,,,,,,,
1003,MTA-0066019,MTA-0116012,MTA-0138708,MTA-0883838,MTA-1362587,MTA-1666072,,,,,,,,,,,,,
1004,MTA-0066019,MTA-0116012,MTA-2514645,,,,,,,,,,,,,,,,
1005,MTA-0066019,MTA-0116012,MTA-0507814,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
1006,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0592994,MTA-1362587,MTA-1943785,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,
1007,MTA-0066019,MTA-0116012,MTA-0612626,MTA-0883838,MTA-0894200,MTA-1937586,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
1008,MTA-0066019,MTA-0116012,MTA-1936595,MTA-1937586,,,,,,,,,,,,,,,
1009,MTA-0066019,MTA-0116012,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
1010,MTA-0066019,MTA-0116012,MTA-0430629,MTA-1362587,MTA-2115134,UK-0031079,,,,,,,,,,,,,
1011,MTA-0066019,MTA-0116012,MTA-1666072,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
1012,MTA-0066019,MTA-0116012,MTA-0255002,MTA-0648496,MTA-0894200,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1013,MTA-0066019,MTA-0116012,MTA-0507814,MTA-0648496,MTA-2007323,MTA-2115101,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1014,MTA-0066019,MTA-0116012,MTA-0257081,MTA-1362587,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2370141,,,,,,,,,,,
1015,MTA-0066019,MTA-0116276,MTA-2142432,,,,,,,,,,,,,,,,
1016,MTA-0066019,MTA-0138645,,,,,,,,,,,,,,,,,
1017,MTA-0066019,MTA-0138708,MTA-1381597,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1018,MTA-0066019,MTA-0138708,MTA-1362587,MTA-1666072,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
1019,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1020,MTA-0066019,MTA-0138708,MTA-0430629,MTA-0648496,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1021,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0430629,MTA-0469808,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
1022,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1666072,MTA-2115101,MTA-2115134,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
1023,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0430629,MTA-1943785,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1024,MTA-0066019,MTA-0138708,MTA-2270988,MTA-2270991,UK-0031079,,,,,,,,,,,,,,
1025,MTA-0066019,MTA-0138708,MTA-0255000,MTA-0430629,MTA-1943785,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,
1026,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0592994,MTA-1943785,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,
1027,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0648496,MTA-2243015,MTA-2270988,MTA-2271001,,,,,,,,,,,,
1028,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0430629,MTA-1943785,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0050677,,,,,,
1029,MTA-0066019,MTA-0138708,MTA-0430629,MTA-0648496,MTA-2115101,MTA-2115134,,,,,,,,,,,,,
1030,MTA-0066019,MTA-0138708,MTA-0430629,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1031,MTA-0066019,MTA-0138708,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
1032,MTA-0066019,MTA-0138708,MTA-0255002,MTA-1381597,MTA-2007323,MTA-2115101,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,
1033,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1362587,MTA-2115101,MTA-2115134,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,
1034,MTA-0066019,MTA-0138708,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2301135,,,,,,,,,,,,,
1035,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0430629,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,
1036,MTA-0066019,MTA-0138708,MTA-0612626,MTA-0648496,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1037,MTA-0066019,MTA-0138708,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
1038,MTA-0066019,MTA-0138708,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,
1039,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2119000,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1040,MTA-0066019,MTA-0138708,MTA-0255002,MTA-2007323,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1041,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0507814,MTA-1049874,MTA-1049875,MTA-1666072,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,
1042,MTA-0066019,MTA-0138708,MTA-0883838,MTA-1049874,MTA-1049875,MTA-1666072,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,
1043,MTA-0066019,MTA-0138708,MTA-0430629,MTA-0648496,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1044,MTA-0066019,MTA-0138708,MTA-1362587,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
1045,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0430629,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
1046,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1310178,MTA-2007323,,,,,,,,,,,,,,
1047,MTA-0066019,MTA-0138708,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
1048,MTA-0066019,MTA-0138708,MTA-0255000,MTA-0648496,MTA-2270988,MTA-2270991,MTA-2271001,UK-0050677,,,,,,,,,,,
1049,MTA-0066019,MTA-0138708,MTA-0255002,MTA-1381597,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
1050,MTA-0066019,MTA-0138708,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,,
1051,MTA-0066019,MTA-0138708,MTA-0430629,MTA-1381597,MTA-2007323,MTA-2048936,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
1052,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1053,MTA-0066019,MTA-0138708,MTA-0648496,MTA-0883838,MTA-1943785,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1054,MTA-0066019,MTA-0138708,MTA-0407203,MTA-0648496,MTA-0883838,MTA-2241846,MTA-2270988,MTA-2271001,,,,,,,,,,,
1055,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1101249,MTA-2048936,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1056,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
1057,MTA-0066019,MTA-0138708,MTA-1381597,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
1058,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
1059,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0648496,MTA-1943785,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,
1060,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,
1061,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0469808,MTA-0648496,MTA-0883838,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,
1062,MTA-0066019,MTA-0138708,MTA-0179717,MTA-0507814,MTA-1666072,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1063,MTA-0066019,MTA-0138708,MTA-0430629,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
1064,MTA-0066019,MTA-0138708,MTA-1381597,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
1065,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0883838,MTA-0894200,MTA-1936595,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1066,MTA-0066019,MTA-0138708,MTA-0179717,MTA-0255002,MTA-2115101,MTA-2115134,,,,,,,,,,,,,
1067,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2270988,MTA-2270991,,,,,,,,,,,,,,
1068,MTA-0066019,MTA-0138708,MTA-0255002,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1069,MTA-0066019,MTA-0138708,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,
1070,MTA-0066019,MTA-0138708,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,,
1071,MTA-0066019,MTA-0138708,MTA-1101239,MTA-2007323,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1072,MTA-0066019,MTA-0138708,MTA-0612626,MTA-0648496,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1073,MTA-0066019,MTA-0138708,MTA-0255002,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1074,MTA-0066019,MTA-0138708,MTA-0255002,MTA-2007323,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1075,MTA-0066019,MTA-0138708,MTA-0430629,MTA-0648496,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,
1076,MTA-0066019,MTA-0138708,MTA-0430629,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,
1077,MTA-0066019,MTA-0138708,MTA-0255002,MTA-1381597,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,
1078,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2270988,MTA-2271001,,,,,,,,,,,,,,
1079,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0883838,MTA-1485458,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,
1080,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0648496,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1081,MTA-0066019,MTA-0138708,MTA-0255002,MTA-1362587,MTA-2007323,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,
1082,MTA-0066019,MTA-0138708,MTA-0430629,MTA-0469808,MTA-0648496,MTA-2007323,MTA-2048934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1083,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0430629,MTA-0648496,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2241846,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,
1084,MTA-0066019,MTA-0138708,MTA-0179717,MTA-0255002,MTA-1362587,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,
1085,MTA-0066019,MTA-0138708,MTA-1362587,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1086,MTA-0066019,MTA-0138708,MTA-1666072,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1087,MTA-0066019,MTA-0138708,MTA-0255000,MTA-0255002,MTA-1101239,MTA-1381597,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
1088,MTA-0066019,MTA-0138708,MTA-0612626,MTA-0648496,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1089,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2115101,MTA-2115134,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1090,MTA-0066019,MTA-0138708,MTA-0430629,MTA-0507814,MTA-1666072,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,
1091,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0430629,MTA-0648496,MTA-0894200,MTA-1943785,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,
1092,MTA-0066019,MTA-0138708,MTA-2270988,MTA-2271001,MTA-2301135,UK-0050677,,,,,,,,,,,,,
1093,MTA-0066019,MTA-0138708,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2301135,,,,,,,,,,,,,
1094,MTA-0066019,MTA-0138708,MTA-2078648,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,,
1095,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1362587,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,
1096,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1362587,MTA-2241846,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1097,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0648496,MTA-1666072,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,
1098,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1381597,MTA-2241846,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1099,MTA-0066019,MTA-0138708,MTA-0255002,MTA-1362587,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,,
1100,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
1101,MTA-0066019,MTA-0138708,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1102,MTA-0066019,MTA-0138708,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
1103,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0648496,MTA-2007323,MTA-2270988,,,,,,,,,,,,,
1104,MTA-0066019,MTA-0138708,MTA-0156771,MTA-0648496,MTA-1362587,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,,,,,,
1105,MTA-0066019,MTA-0138708,MTA-0255002,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0031079,,,,,,,,,,,
1106,MTA-0066019,MTA-0138708,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,
1107,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1381597,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1108,MTA-0066019,MTA-0138708,MTA-0648496,MTA-1362587,MTA-2270988,MTA-2270991,UK-0031079,,,,,,,,,,,,
1109,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2241846,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,
1110,MTA-0066019,MTA-0138708,MTA-0156771,MTA-0255002,MTA-0430629,MTA-0648496,MTA-1362587,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,UK-0031079,,,,
1111,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2007323,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,
1112,MTA-0066019,MTA-0138708,MTA-0255000,MTA-0473988,MTA-0883838,MTA-2242934,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1113,MTA-0066019,MTA-0138708,MTA-0255002,MTA-0430629,MTA-1362587,MTA-1666072,MTA-1936595,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,UK-0031079,,,
1114,MTA-0066019,MTA-0138708,MTA-0179717,MTA-0507814,MTA-0648496,MTA-0883838,MTA-1362587,MTA-1485458,MTA-1666072,MTA-1937586,MTA-2241850,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2432033,UK-0031079,,,
1115,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2007323,MTA-2115134,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,
1116,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
1117,MTA-0066019,MTA-0138708,MTA-0648496,MTA-2007323,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,
1118,MTA-0066019,MTA-0156771,,,,,,,,,,,,,,,,,
1119,MTA-0066019,MTA-0156771,MTA-0255002,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,,,
1120,MTA-0066019,MTA-0156771,MTA-0648496,MTA-0894200,MTA-1485458,MTA-2243015,MTA-2270988,MTA-2270991,MTA-2271001,,,,,,,,,,
1121,MTA-0066019,MTA-0156771,MTA-0430629,MTA-2007323,MTA-2270988,MTA-2270991,MTA-2271001,MTA-2301135,,,,,,,,,,,
1122,MTA-0066019,MTA-0156771,MTA-0648496,,,,,,,,,,,,,,,,
1123,MTA-0066019,MTA-0156771,MTA-0648496,MTA-1362587,MTA-2115101,MTA-2115134,MTA-2243015,MTA-2270988,MTA-2271001,UK-0031079,,,,,,,,,
